Workload Size (i*j*k),Turnaround Time in Nanoseconds
245724468,101154045
43691931,33623104
449046528,120549629
34419840,40108163
207680,3284846
41368288,37934615
62120905,27173483
21429150,26909153
389240388,107557693
230029884,58631154
49936656,56452616
238398300,60825969
5821760,15871597
128950248,48789433
34837110,11787843
30507750,11893422
48952350,21682192
28288680,19496676
387133056,83684164
68101020,44482869
6873363,7586679
4599936,10713096
195418080,44539260
55506220,19450413
24344187,29220138
19553520,21822778
4665650,17366533
19329466,30438177
41566734,23262341
63433392,38880275
86940840,32624901
136777784,35576944
27756768,31703907
22082048,18413002
253492816,73791478
216278160,58674308
69372396,40428646
28526140,32523347
176137544,63809756
180011,14190921
113699520,36771202
7052000,8601600
5640000,5380832
161127750,49485744
216033480,56055633
131771178,70543004
51017694,21669751
135810535,73061200
19540480,35918178
24444000,12979829
334209630,54198452
135527400,47894993
240287040,156481644
145500328,58672030
224512708,62825942
86283120,21669018
1594670,11968476
369085830,83310087
274928004,72670934
54387894,44523155
33166140,30428187
99475640,54260812
35982072,11950737
2967926,4331679
15456952,7531583
185406720,77238527
220648032,73039930
30414720,10777164
77047200,24990445
3949400,28172066
236887200,87368095
32397400,28285414
92411400,26053648
74862117,32573924
253446200,52972007
167805000,43301238
33825600,36923981
70864497,40032029
12599906,28245805
160210336,48790187
24054048,16244900
39981909,32100593
77582016,28298182
22129956,17292841
2664310,4331110
165605580,49876970
93867012,26030638
80800,2253245
238885150,74581185
15285248,8663950
7274520,6520597
15076230,16263181
10378336,17454178
114794820,37979649
54857300,29340970
53773308,47794064
70634850,33892793
168433416,40996275
2714130,5453811
390782910,97477360
17315808,31446336
35319900,31505697
599358123,105105026
132727992,70583962
310003050,60685138
6254820,6477129
141224967,69469503
48557184,29279424
11260015,8633456
320935344,82409657
24371760,18571089
46214064,17246226
26992800,53181954
155360220,64138076
25408999,21677554
29783298,67899905
21013536,67092903
112362957,47763832
122990400,32472479
59150440,59044438
170992080,49821876
80371760,42351652
60041527,20614995
102079824,51852833
388608,3220144
130662000,42231909
32502708,70680855
130678008,75102288
88821900,29314120
57087484,41256792
198593888,47678433
32222400,24982615
111071412,40975473
389529400,82279952
28473120,56226707
215212248,66150419
3362418,16354259
1783800,7469637
73040058,49688221
88098166,39035034
90883188,31285692
64227850,56247696
228957120,80426212
382598424,103309614
120340372,52275179
122564190,57187273
137555000,35786960
7896000,15214326
36667600,36911975
478958712,111805846
21103560,15231972
1607760,9780860
185099200,73157955
33893640,11936914
341853876,91080837
105959040,41320700
32677722,31449721
12191310,16294854
135159750,40093053
89589500,24953451
28581240,20611811
3872960,7599732
9110745,14103850
1333836,4259273
3323670,5425306
10005360,7570752
2484720,11853663
108581550,38071349
202608945,46755475
367301115,79099129
13081464,7615942
63971050,17359450
339736572,67583294
258264,2108366
82276458,39084856
26886825,35808711
448375928,103839348
228878892,69565043
421118880,82566253
31200000,12882456
42650280,11862486
42230760,33643040
18748800,8640332
45598420,50688459
31657696,18369747
67655772,47695809
231365112,73193001
2469894,31560312
25220448,24974931
21924000,11825224
69827310,26139892
44835936,13050365
77617280,18487643
75827360,21751962
93401910,27054809
7380930,7626971
275619708,81493547
337319640,52124328
35412828,21536453
136280144,43305724
123930833,32485634
306292480,107201197
16880580,70514317
52278291,36600671
54231951,23832080
12467840,13062758
10910592,25045969
413074496,71764009
190797880,71624263
535116395,106111997
40428250,24890929
208202400,87690105
173869920,56488484
55021032,32586017
178705580,41289695
347018640,85731093
192689952,55366229
2055744,5380160
277704480,62958151
3564400,4293192
103391616,45652664
23464728,15223254
2920764,8660913
212528832,75057328
35456800,27173462
42854152,31598556
90266544,30304102
514526922,163768916
16921226,14173877
95525248,29277482
51313920,36902893
12236868,55372843
43503667,24960870
169751040,88486478
32504199,11920820
9393600,12961311
120677050,36984504
85666112,18388265
527337560,127723233
386511510,73896562
68628420,30170996
37158760,36880598
259515999,51793941
36750240,32576377
25492500,18063248
170351181,56356776
131475750,29220011
59361390,31394760
74243193,30232999
32927580,11939360
3198672,17326022
54128430,31456845
229674060,74212769
13406016,8502647
250534000,45388424
30738400,28001334
80641260,23785466
24958773,32395090
22461998,22751111
386507880,84400050
129822550,50526253
171756750,73064915
74729714,43303005
63950796,19030972
10978240,6479315
28862164,36855286
299824544,77717553
10765998,9854564
29912456,17407356
24766280,16218555
418048272,99859407
69571920,57511498
38037076,40064911
192837270,69237133
5597094,8724968
64286400,34761146
27052704,9641558
148107400,52127676
5843070,5438959
193722480,61811972
14814800,12955376
490557941,92235899
43261764,18442961
21373000,11929591
3937353,5432492
62713680,21735994
113195880,32514061
41581464,22809485
5259032,6508361
51148320,29259268
102580920,45490681
283298925,84996177
120931200,60567433
148692336,56504048
178251696,69476142
81085100,29293027
36738720,15068370
9106160,6477151
1701260,5495000
229924845,58115368
16955796,7525387
27094551,10896209
101855268,43579668
79261312,42278735
9759312,14158756
95056080,70595366
113017320,33713533
26974464,17444898
31641984,22730215
909069,6548756
173242000,95392074
167751760,55412459
37269420,29287216
239584956,99954383
11662272,12963790
37567152,15170546
272952180,82349470
11139480,7510965
12965688,36551067
210877128,59667909
132221968,44189170
208805850,82268112
281510912,77028383
5332999,6599071
