Workload Size (i*j*k),Turnaround Time in Nanoseconds
65188344,30014513
100961640,54096845
354715200,60373641
194906496,69186888
191394765,56352141
19969200,16915602
25038576,21199900
99304191,61725284
124921440,82018127
233126712,55796193
27885312,11610031
25693203,29060190
84904768,47634714
54709724,27531725
508267500,109560813
56100,1058786
129115620,50960480
471828,5295207
130606190,27495376
324213120,81308960
187695645,55338561
23153016,12838538
40653120,45693937
1219196,13051194
137024928,50944776
1670746,9623267
466116420,99921746
271610388,55327812
101607402,36566241
253760118,79348002
54685400,30245454
14594580,10842506
67757118,16923939
1268663,3176620
9354240,5300906
2206974,6511656
21031920,13831411
246083670,102070261
7312838,6479615
312039000,72860717
66247875,44573547
725200,9716797
1801280,14850976
133961274,53184363
125084960,52123842
11294640,10846127
222088986,41085379
51841500,17983082
350599144,70422098
148876715,45637669
449097600,116850907
3323175,26958143
131778270,30204617
31190400,35739012
6436288,5293505
5866560,22649665
29643840,16243014
135319212,45479354
45246600,36538233
30190440,31403165
109080,1089117
27268033,18375517
88554060,20109795
15925248,15230169
27153620,8463861
25046448,30190900
152938800,77095024
36834840,51002642
37191,5398823
85746000,51763437
15275520,10580077
45327744,46616165
148002192,45702999
221146281,87088157
4905684,11857859
188837406,56530572
228900,6354152
169566375,73863538
136363392,53059855
93957500,46574317
35680176,40211963
463111200,96764136
1351196,2115882
200131074,60736884
436038498,93192959
139775034,44512085
234825600,75875891
61100535,59801487
313105856,56247970
23899356,18436556
8802240,41056011
348785430,93495581
195584016,63803344
191054745,54958880
132113970,50881814
165732158,37395034
133596041,45532072
19815390,7572044
4043280,4235002
53214304,12691756
192336417,47340768
4417740,3176945
176837541,43064940
33418620,14139946
34754160,29696953
191945130,44030491
29326275,11937604
5227212,8469063
140996840,29285513
147428352,49800888
5511792,7599178
111040710,79407606
1141703,5291001
133874375,48874664
11218280,14829716
36936000,14807914
845680,3232433
303116912,73662859
94889184,35899658
370787508,99781003
97987626,26077413
387477699,84501513
29474730,28235345
350102088,96697962
186892272,57484622
76226820,33639917
26807064,26075467
613360,2118636
146699161,74967130
580656048,149494323
1401600,2180147
603480780,105153032
617472,6478206
112936950,43436815
65563200,29425137
505822584,100078358
20269956,37497923
348304827,122781435
41935784,20097643
62180960,26070459
806921248,146770863
225188760,82747665
57575700,38093960
50087100,52070864
202850732,59682983
263146590,59853217
3720864,5387072
3284100,7406261
41375620,28668907
13487682,29254346
166852718,55639800
30668820,44498875
63719784,63066529
228313176,40171839
54502092,56541149
631562470,119044041
23096128,36758108
39239716,31300535
28894932,14807772
58347366,20097584
128455095,70469220
284858070,47127884
82857240,42286939
126702792,49856979
327895308,89933942
37914960,20546520
28374600,11844580
121630423,47721427
1361360,2120639
42202160,33889053
225967196,56989368
151247448,51053381
2093364,3271098
86106730,35758689
165161568,29991251
17066816,14863428
39634218,48705342
60304802,15234123
166655232,53390764
93387294,26002863
15950625,20558516
106333500,58582710
71777664,37986873
26305422,46825089
494093952,97540692
250605810,91309663
161724600,69392209
200454750,51051236
127938096,48585972
182368168,66186680
16072080,6349766
43828128,15155266
17372264,28235178
13057200,12972075
139513500,46513679
106356195,28211496
145353936,109595442
355943280,80435364
84240000,31514295
92307952,43320621
189135408,74048404
99487080,98343107
26600325,31381180
29907690,12672206
2165856,4268397
198480,9753898
100205568,26721113
314822565,129563926
22840740,17221109
16416400,16222558
6633472,6472498
20548320,43463104
83944170,33818383
11965650,26094369
2353392,11641478
10465000,10846921
12208581,8471532
55692,1061577
245724468,100090737
43691931,32504231
449046528,120751007
34419840,39106107
207680,2118594
41368288,38052972
62120905,26094373
21429150,25809133
389240388,106672759
230029884,57610548
49936656,55459603
238398300,59829613
5821760,15122172
128950248,47876553
34837110,10760366
30507750,10584543
48952350,20594562
28288680,18447331
387133056,82558906
68101020,43657532
6873363,6348330
4599936,9527773
195418080,43265219
55506220,18460919
24344187,29210437
19553520,20093968
4665650,16238656
19329466,29305316
41566734,22726576
63433392,37811148
86940840,31446348
136777784,34298383
27756768,31375586
22082048,17216599
253492816,72664898
216278160,57384290
69372396,39304786
28526140,31440526
176137544,62783438
180011,12983890
113699520,35783193
7052000,7426401
5640000,4324868
161127750,48334561
216033480,56495512
131771178,69544267
51017694,20078875
135810535,71731874
19540480,33920083
24444000,11895718
334209630,53287273
135527400,46790635
240287040,155039507
145500328,57637317
224512708,61775122
86283120,21413169
1594670,10578686
369085830,82298835
274928004,71621400
54387894,43471194
33166140,29359015
99475640,53127620
35982072,10578640
2967926,3204095
15456952,7627216
185406720,78364987
220648032,74061396
30414720,9585887
77047200,23267681
3949400,26483287
236887200,86578572
32397400,27494020
92411400,24915329
74862117,31519322
253446200,52001490
167805000,43310876
33825600,35842982
70864497,39069991
12599906,27133007
160210336,47776614
24054048,15177935
39981909,31522424
77582016,27192129
22129956,16250734
2664310,3237470
165605580,48811047
93867012,24325498
80800,4438134
238885150,73616845
15285248,7531139
7274520,5357849
15076230,14809032
10378336,16346583
114794820,36901289
54857300,27504651
53773308,46583680
70634850,33635182
168433416,39936725
2714130,4246385
390782910,96394013
17315808,30305733
35319900,30100600
599358123,104027054
132727992,69567214
310003050,59732590
6254820,5370708
141224967,68356325
48557184,28250777
11260015,8699884
320935344,81564010
24371760,17284136
46214064,15878940
26992800,52195447
155360220,62983202
25408999,20195330
29783298,68361107
21013536,65422970
112362957,46686580
122990400,31152075
59150440,58730026
170992080,48773835
80371760,41292448
60041527,19509907
102079824,52092742
388608,2120007
130662000,40180763
32502708,69626167
130678008,73991640
88821900,29274150
57087484,40225935
198593888,46661141
32222400,23293968
111071412,39731598
389529400,81302604
28473120,55124604
215212248,64013249
3362418,15162363
1783800,6354501
73040058,48583328
88098166,37898974
90883188,29687501
64227850,55147361
228957120,81534157
382598424,102731874
120340372,49739237
122564190,57622125
137555000,34899761
7896000,13764676
36667600,35897507
478958712,110733478
21103560,14098434
1607760,8728578
185099200,72770872
33893640,10558144
341853876,89848315
105959040,40119679
32677722,29651886
12191310,15226237
135159750,38594609
89589500,23869491
28581240,19532858
3872960,6346271
9110745,12696816
1333836,3246403
3323670,4281433
10005360,6543580
2484720,10686155
108581550,38011966
202608945,45037851
367301115,78028633
13081464,6350459
63971050,16063372
339736572,66972455
258264,1054960
82276458,37974038
26886825,34630806
448375928,101562624
228878892,69594157
421118880,81453378
31200000,11883915
42650280,10800324
42230760,32562442
18748800,7627658
45598420,51048605
31657696,17261226
67655772,46717018
231365112,72453443
2469894,30002906
25220448,23933660
21924000,11645064
69827310,25008389
44835936,12667818
77617280,16998314
75827360,20678772
93401910,25994113
7380930,6471954
275619708,80503679
337319640,51018941
35412828,20427080
136280144,42409173
123930833,31497115
306292480,105749986
16880580,69405507
52278291,35618542
54231951,22634687
12467840,11805541
10910592,23340659
413074496,71627751
190797880,70365055
535116395,105096699
40428250,23293136
208202400,86348539
173869920,55455490
55021032,31423993
178705580,40205330
347018640,84687843
192689952,54881269
2055744,4344519
277704480,61930884
3564400,3235979
103391616,44546024
23464728,13756699
2920764,7558173
212528832,73861640
35456800,25949876
42854152,30303702
90266544,28902329
514526922,163557217
16921226,12972558
95525248,28214077
51313920,35878788
12236868,54298734
43503667,23811625
169751040,87999400
32504199,10776656
9393600,11704377
120677050,35866427
85666112,16937395
527337560,126776736
386511510,72726338
68628420,29172306
37158760,35853640
259515999,52142834
36750240,30750378
25492500,17254307
170351181,55375938
131475750,28212451
59361390,30170405
74243193,29204345
32927580,11928055
3198672,16323809
54128430,29607996
229674060,74987814
13406016,7586337
250534000,44549007
30738400,26923043
80641260,22314220
24958773,31376663
22461998,21605397
386507880,84773511
129822550,49629351
171756750,72081308
74729714,42254630
63950796,18511361
10978240,5296912
28862164,35716198
299824544,77030314
10765998,8703445
29912456,16331687
24766280,15197552
418048272,98585032
69571920,56346612
38037076,38491678
192837270,68147304
5597094,7406860
64286400,33653944
27052704,8681248
148107400,50998801
5843070,5286423
193722480,60695884
14814800,11638032
490557941,91298815
43261764,17191025
21373000,10833321
3937353,4364987
62713680,20398324
113195880,31184943
41581464,21156583
5259032,5291946
51148320,27497273
102580920,43898474
283298925,83599232
120931200,58496019
148692336,54010895
178251696,68041790
81085100,27497567
36738720,15121626
9106160,5451614
1701260,4372666
229924845,58567800
16955796,6434391
27094551,9515674
101855268,41759229
79261312,41140419
9759312,13068717
95056080,70621653
113017320,31748842
26974464,15895619
31641984,21145576
909069,5301853
173242000,93719160
167751760,54341724
37269420,27866465
239584956,98960304
11662272,11932447
37567152,13755321
272952180,81323839
11139480,6351508
12965688,35437368
210877128,58793260
132221968,43162754
208805850,81266388
281510912,76166696
5332999,5466451
