Workload Size (i*j*k),Turnaround Time in Nanoseconds
388725876,74959810
276336896,56183620
202602030,81282375
54862548,30928447
210300318,72557236
44835840,10448549
55533352,16721302
350353850,93752278
28426965,22660967
160273836,43233214
14638242,10354935
151792167,62590683
69478872,45348769
10325000,18712397
1099800,4118301
28318500,14478633
360089136,61744878
604580000,122542921
3762900,4181304
3473338,2091053
115804728,25053263
45987410,14406895
115999884,35314918
37425024,18719882
16052664,26797684
174371625,55581943
24267600,16470419
105861108,58495750
32412282,24723024
165960792,98049572
15021936,6176662
357308052,66623631
133930368,47792898
220613120,62736595
7383684,8341599
6770250,8368407
24697695,14594207
210715857,113050334
25199232,22811399
35909440,10269894
13339480,12553268
353176408,70719438
186611040,85642188
30672600,18755766
100665600,41784422
19666520,10413938
35474190,18520786
21848740,24708349
189318136,39470439
125103600,47940772
36541710,16730242
165033960,31062790
10058880,6177711
307771968,70882654
477461988,115456771
381096576,93881892
7526716,20612785
456933831,106247902
364803192,78799344
105823368,52048365
180418232,64585397
39804600,24713810
55164870,22979757
1954839,4148910
37256148,12355584
153064821,62588361
12159900,8236874
350022750,79021517
92185587,24707797
70742700,47454742
28550784,27035726
12644940,26834161
82030949,51879331
325094796,82597049
351371466,79155827
34210752,35492304
31970046,10416852
116876340,45877580
74513088,24857596
127449000,73094225
360412375,89454587
205426480,52088214
339336900,87661735
464675400,87061733
146750110,39526756
734400000,127230039
321062,2061180
104096544,35471452
10606572,10449222
396656160,104374227
1463180,54219599
20643336,37549568
126679800,47338521
87183432,47855702
347418180,80999667
140256000,43862579
37047252,22915590
18181680,16727057
35372928,12357593
61513425,18487324
559176954,87630538
233201364,102224576
4328208,10362800
2193408,20595399
82734540,18518264
95386256,39150411
127132800,39579759
8352630,6179384
360009,8203855
269438884,58471153
33083904,16638821
266175936,81085658
5087131,12415296
20710863,18845469
315503760,64625036
58187155,25021698
206728704,74931590
243002772,52188336
77604256,56326938
147161595,66079831
69889088,18820786
493885000,93846934
1622376,14413798
128881896,43806039
2361750,2090650
264329180,68703893
50204770,37490072
92340378,22652972
58499496,35453958
5377437,12524558
38046360,14415235
4667194,4117436
127081500,56290524
16102800,6174862
358857408,98193998
15212560,10314277
378221200,85515098
26511670,28835653
93967328,32966285
192435580,37073563
39632460,31290922
145535456,62638160
77923560,31274851
23844744,14591473
9763245,52164860
32432400,12346810
192288685,39113670
353714298,77128490
49826048,35348966
144739360,46026733
46066020,47648475
62463423,53524101
76053648,24738624
107158590,45327316
354240,2061294
156186800,28904620
38779884,20917745
71329545,93908979
61401844,41711619
135720000,31260542
9247392,6172767
291565300,74083949
265713168,57643431
246348288,53952821
175317804,49675219
23564016,8243961
5215120,12372157
271320000,61737915
3794304,62635905
101547636,43777567
69141150,20899203
10553816,12539722
247333680,70870510
6705160,8232896
43768032,24988575
29805984,12365201
65084112,18519659
501774,12537099
53858532,27199609
59216820,78460684
211128786,60016621
10808532,6270831
318918600,75140438
153959565,53894315
244977536,58279369
284019692,87540731
117093600,39524017
194158134,50057817
646513560,114907518
64155816,43715701
62326080,37058550
9440865,12375220
6541260,18795617
5160096,10407568
126489600,72762008
100575000,37413189
899493,10296137
126438360,47921066
42017976,16605842
115950912,39191026
359419075,160926329
11302200,10290799
69307854,39619607
12031000,18537299
158733429,50051707
11447036,12401231
154109930,70530647
93396240,22626512
43806,116
48594375,27158478
37463832,31222046
138528,2065195
108655300,43852427
63595836,20827218
257938989,68808664
563533920,105825151
200416788,60340996
330072408,91716504
178790040,50012647
172140822,41562423
48792249,48001740
229001661,52205646
24758442,14446841
25993500,29110325
23924436,22871406
2151020,4118933
76291992,22640458
15567444,14639464
320021850,58422821
331357312,80278722
3076000,31310035
39139209,31198607
89320560,33338439
252497790,103348327
8615300,20863192
92380992,47309153
37206065,10382380
142297688,50098760
22987488,37502857
2406250,4186450
80477320,31324989
90496720,64725339
8108110,10456845
105702291,37484846
8418672,18520526
23891028,8246709
25035352,33164197
300756864,79063114
5930786,6183125
7979661,29190163
69814563,29174002
43088463,39207968
8001004,8262576
468907845,97967551
51139760,35423258
71481600,25074264
76202496,33269631
137515680,41626376
137323252,45678573
162779760,70276125
16594431,6175175
24419940,33314475
188249600,37236086
12142080,10282473
80763408,54193464
164631060,62536297
210385968,59776426
136344,4184072
42623760,35004191
455168840,95948274
18445680,6268524
208551760,66578577
114259860,49819296
20623176,22824831
511864560,112606213
7875630,18522402
4045748,6170220
57158304,14659683
18911844,8263175
74323678,18822714
8749026,8243223
48432672,37555231
136130940,41622503
113942241,31199882
